,Unnamed: 0,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread,product_name,Unnamed: 0.2,Unnamed: 0.1
24301,11912,2004-08-01,$1.05,$2.62,$2.58,$2.57,$2.87,153.33%,merged_dataset,14817.0,758.0
24302,11934,2004-07-25,$0.89,$2.49,$3.00,$2.49,$2.74,201.12%,merged_dataset,14818.0,759.0
24303,11955,2004-07-11,$0.89,$2.71,$2.49,$2.66,$2.83,200.28%,merged_dataset,14819.0,760.0
24304,11975,2004-07-04,$0.93,$2.33,$2.25,$2.24,$2.99,163.71%,merged_dataset,14820.0,761.0
24305,12000,2004-06-27,$1.01,$2.44,$2.43,$2.69,$2.87,158.17%,merged_dataset,14821.0,762.0
24306,12021,2004-06-20,$0.97,$2.48,$2.12,$2.52,$2.62,151.03%,merged_dataset,14822.0,763.0
24307,12044,2004-06-13,$0.96,$2.19,$2.31,$2.12,$2.74,143.75%,merged_dataset,14823.0,764.0
24308,12057,2004-06-06,$0.98,$2.57,$2.25,$2.37,$2.99,159.69%,merged_dataset,14824.0,765.0
24309,12085,2004-05-30,$0.97,$2.59,$2.13,$2.24,$2.74,150.00%,merged_dataset,14825.0,766.0
24310,12109,2004-05-23,$1.00,$2.37,$1.58,$2.16,$2.67,119.50%,merged_dataset,14826.0,767.0
24311,12113,2004-05-16,$0.96,$2.19,$2.48,$2.12,$2.49,141.67%,merged_dataset,14827.0,768.0
24312,12140,2004-05-09,$0.88,$2.21,$2.56,$2.24,$2.37,166.48%,merged_dataset,14828.0,769.0
24313,12147,2004-05-02,$0.99,$2.13,$1.54,$2.24,$2.99,124.75%,merged_dataset,14829.0,770.0
24314,12165,2004-04-25,$0.95,$2.49,$2.90,$2.34,$3.16,186.58%,merged_dataset,14830.0,771.0
24315,12181,2004-04-18,$0.79,$2.12,$2.62,$2.62,$2.44,210.13%,merged_dataset,14831.0,772.0
24316,12191,2004-04-11,$0.72,$2.57,$2.62,$2.59,$2.57,259.38%,merged_dataset,14832.0,773.0
24317,12213,2004-04-04,$1.02,$2.44,$1.87,$1.74,$2.26,103.68%,merged_dataset,14833.0,774.0
24318,12224,2004-03-28,$1.10,$2.24,$2.94,$2.47,$2.57,132.27%,merged_dataset,14834.0,775.0
24319,12234,2004-03-21,$0.83,$2.61,$2.22,$2.74,$2.27,196.39%,merged_dataset,14835.0,776.0
24320,12256,2004-03-14,$0.96,$2.62,$2.62,$3.16,$3.37,206.51%,merged_dataset,14836.0,777.0
24321,12264,2004-03-07,$1.28,$3.11,$3.24,$3.49,$3.62,162.89%,merged_dataset,14837.0,778.0
24322,12277,2004-02-29,$1.79,$2.86,$3.05,$3.74,$3.12,78.35%,merged_dataset,14838.0,779.0
24323,12299,2004-02-22,$2.11,$3.32,$3.08,$4.32,$3.87,72.87%,merged_dataset,14839.0,780.0
24324,12309,2004-02-15,$2.03,$3.16,$3.67,$3.49,$3.62,71.67%,merged_dataset,14840.0,781.0
24325,12320,2004-02-08,$2.11,$2.87,$2.83,$0.00,$3.12,4.50%,merged_dataset,14841.0,782.0
24326,12328,2004-02-01,$2.18,$2.72,$3.45,$4.49,$3.99,68.00%,merged_dataset,14842.0,783.0
24327,12351,2004-01-25,$2.02,$3.17,$3.62,$3.99,$4.24,85.89%,merged_dataset,14843.0,784.0
24328,12361,2004-01-18,$1.94,$3.91,$4.49,$4.66,$3.62,114.95%,merged_dataset,14844.0,785.0
24329,12371,2004-01-11,$2.68,$3.99,$4.12,$4.99,$3.74,57.09%,merged_dataset,14845.0,786.0
24330,12382,2004-01-04,$3.24,$3.61,$3.24,$4.66,$4.24,21.53%,merged_dataset,14846.0,787.0
24331,12402,2003-12-21,$3.24,$4.24,$4.49,$3.99,$5.74,42.44%,merged_dataset,14847.0,788.0
24332,12413,2003-12-14,$0.59,$4.99,$4.99,$4.49,$5.74,756.36%,merged_dataset,14848.0,789.0
24333,12424,2003-12-07,$3.24,$5.49,$4.99,$4.49,$5.32,56.56%,merged_dataset,14849.0,790.0
24334,12445,2003-11-30,$3.24,$4.99,$4.99,$3.66,$5.24,45.68%,merged_dataset,14850.0,791.0
24335,12456,2003-11-23,$3.24,$4.99,$3.99,$3.99,$4.74,36.65%,merged_dataset,14851.0,792.0
24336,12464,2003-11-16,$3.09,$3.99,$3.99,$3.99,$4.24,31.15%,merged_dataset,14852.0,793.0
24337,12478,2003-11-09,$2.75,$3.24,$3.99,$3.74,$3.87,34.91%,merged_dataset,14853.0,794.0
24338,12500,2003-11-02,$2.19,$3.32,$3.37,$3.66,$3.99,63.70%,merged_dataset,14854.0,795.0
24339,12512,2003-10-26,$1.49,$3.29,$3.32,$3.82,$3.32,130.70%,merged_dataset,14855.0,796.0
24340,12532,2003-10-19,$1.47,$3.49,$3.42,$3.49,$3.99,144.73%,merged_dataset,14856.0,797.0
24341,12541,2003-10-12,$1.49,$3.49,$3.12,$3.66,$3.74,135.07%,merged_dataset,14857.0,798.0
24342,12560,2003-10-05,$1.55,$3.49,$3.19,$3.57,$3.37,119.68%,merged_dataset,14858.0,799.0
24343,12587,2003-09-28,$1.51,$3.49,$3.32,$3.32,$3.49,125.50%,merged_dataset,14859.0,800.0
24344,12610,2003-09-21,$1.49,$2.94,$2.95,$3.24,$2.99,103.36%,merged_dataset,14860.0,801.0
24345,12615,2003-09-14,$1.34,$2.94,$2.75,$2.74,$3.24,117.72%,merged_dataset,14861.0,802.0
24346,12639,2003-09-07,$1.25,$2.94,$2.87,$2.99,$3.37,143.40%,merged_dataset,14862.0,803.0
24347,12656,2003-08-31,$1.13,$3.22,$2.56,$2.99,$2.87,157.52%,merged_dataset,14863.0,804.0
24348,12673,2003-08-24,$1.11,$2.94,$2.10,$2.87,$3.37,154.05%,merged_dataset,14864.0,805.0
24349,12696,2003-08-17,$1.00,$2.71,$2.75,$2.87,$2.99,183.00%,merged_dataset,14865.0,806.0
24350,12718,2003-08-10,$0.95,$2.81,$2.41,$2.92,$3.12,196.32%,merged_dataset,14866.0,807.0
24351,12740,2003-08-03,$1.01,$2.62,$2.60,$2.92,$2.99,175.50%,merged_dataset,14867.0,808.0
24352,12767,2003-07-27,$1.20,$2.13,$2.26,$2.79,$2.99,111.88%,merged_dataset,14868.0,809.0
24353,12783,2003-07-20,$1.30,$2.25,$2.50,$2.59,$3.12,101.15%,merged_dataset,14869.0,810.0
24354,12805,2003-07-13,$1.08,$2.50,$1.50,$2.44,$2.87,115.51%,merged_dataset,14870.0,811.0
24355,12826,2003-07-06,$0.76,$2.00,$2.50,$2.37,$2.87,220.39%,merged_dataset,14871.0,812.0
24356,12848,2003-06-29,$0.79,$2.62,$2.76,$2.57,$2.99,246.20%,merged_dataset,14872.0,813.0
24357,12874,2003-06-22,$0.81,$2.37,$2.81,$2.57,$2.99,231.48%,merged_dataset,14873.0,814.0
24358,12876,2003-06-15,$0.90,$2.62,$2.87,$2.19,$2.62,186.11%,merged_dataset,14874.0,815.0
24359,12899,2003-06-08,$0.89,$2.49,$2.87,$2.39,$2.62,191.29%,merged_dataset,14875.0,816.0
24360,12923,2003-06-01,$0.87,$2.37,$1.72,$2.50,$2.99,175.29%,merged_dataset,14876.0,817.0
24361,12932,2003-05-25,$0.82,$2.33,$2.82,$2.74,$2.99,231.71%,merged_dataset,14877.0,818.0
24362,12953,2003-05-18,$0.91,$2.00,$2.12,$2.74,$2.99,170.60%,merged_dataset,14878.0,819.0
24363,12970,2003-05-11,$1.00,$2.37,$2.57,$2.24,$2.49,141.75%,merged_dataset,14879.0,820.0
24364,12989,2003-05-04,$1.10,$2.44,$2.06,$1.95,$2.37,100.45%,merged_dataset,14880.0,821.0
24365,12999,2003-04-27,$1.01,$2.37,$3.24,$2.43,$2.87,170.05%,merged_dataset,14881.0,822.0
24366,13008,2003-04-20,$0.89,$2.37,$2.68,$2.49,$3.12,199.44%,merged_dataset,14882.0,823.0
24367,13031,2003-04-13,$1.21,$2.37,$1.87,$1.43,$2.50,68.80%,merged_dataset,14883.0,824.0
24368,13041,2003-04-06,$1.22,$2.74,$3.44,$2.34,$2.49,125.61%,merged_dataset,14884.0,825.0
24369,13067,2003-03-30,$1.10,$2.00,$2.28,$2.12,$2.74,107.73%,merged_dataset,14885.0,826.0
24370,13073,2003-03-23,$1.11,$2.37,$2.28,$2.62,$2.74,125.45%,merged_dataset,14886.0,827.0
24371,13083,2003-03-16,$1.03,$2.25,$3.07,$2.24,$2.49,143.93%,merged_dataset,14887.0,828.0
24372,13105,2003-03-09,$1.01,$2.46,$2.62,$3.26,$1.99,155.69%,merged_dataset,14888.0,829.0
24373,13116,2003-03-02,$1.07,$2.71,$2.70,$2.07,$3.12,147.66%,merged_dataset,14889.0,830.0
24374,13138,2003-02-23,$1.20,$2.93,$3.49,$3.44,$3.37,175.63%,merged_dataset,14890.0,831.0
24375,13148,2003-02-16,$1.33,$3.18,$3.00,$2.75,$2.87,121.80%,merged_dataset,14891.0,832.0
24376,13172,2003-02-09,$1.74,$3.18,$2.74,$2.99,$3.24,74.57%,merged_dataset,14892.0,833.0
24377,13180,2003-02-02,$1.46,$3.43,$3.25,$3.44,$3.74,137.33%,merged_dataset,14893.0,834.0
24378,13191,2003-01-26,$1.34,$3.24,$3.18,$2.91,$4.37,155.60%,merged_dataset,14894.0,835.0
24379,13212,2003-01-19,$1.55,$3.55,$3.24,$3.89,$3.62,130.65%,merged_dataset,14895.0,836.0
24380,13223,2003-01-12,$1.49,$4.31,$3.99,$4.79,$3.66,181.04%,merged_dataset,14896.0,837.0
24381,13233,2003-01-05,$2.06,$4.68,$3.99,$0.00,$4.32,57.65%,merged_dataset,14897.0,838.0
24382,13350,2002-11-03,$1.68,$3.43,$3.87,$3.97,$3.12,114.14%,merged_dataset,14898.0,839.0
24383,13375,2002-10-27,$1.19,$3.43,$3.62,$2.82,$2.99,170.17%,merged_dataset,14899.0,840.0
24384,13381,2002-10-20,$1.00,$3.30,$3.62,$2.87,$2.99,219.50%,merged_dataset,14900.0,841.0
24385,13406,2002-10-13,$1.05,$3.30,$3.67,$2.99,$2.99,208.33%,merged_dataset,14901.0,842.0
24386,13413,2002-10-06,$1.11,$3.30,$3.67,$2.87,$2.99,188.96%,merged_dataset,14902.0,843.0
24387,13434,2002-09-29,$0.95,$2.92,$3.57,$2.87,$2.87,221.84%,merged_dataset,14903.0,844.0
24388,13458,2002-09-22,$0.83,$2.92,$3.44,$2.69,$2.82,257.53%,merged_dataset,14904.0,845.0
24389,13466,2002-09-15,$0.80,$2.97,$3.44,$2.69,$2.99,277.81%,merged_dataset,14905.0,846.0
24390,13485,2002-09-08,$0.85,$3.04,$3.32,$2.87,$2.99,259.41%,merged_dataset,14906.0,847.0
24391,13508,2002-09-01,$1.01,$2.91,$3.36,$2.94,$2.74,195.79%,merged_dataset,14907.0,848.0
24392,13531,2002-08-25,$1.26,$3.04,$2.80,$2.69,$3.24,133.53%,merged_dataset,14908.0,849.0
24393,13555,2002-08-18,$1.24,$2.79,$3.11,$2.92,$3.24,143.15%,merged_dataset,14909.0,850.0
24394,13567,2002-08-11,$1.30,$2.79,$2.51,$2.57,$2.87,106.54%,merged_dataset,14910.0,851.0
24395,13583,2002-08-04,$1.18,$2.77,$2.37,$2.66,$2.99,128.60%,merged_dataset,14911.0,852.0
24396,13608,2002-07-28,$1.18,$2.67,$2.79,$2.34,$2.62,120.76%,merged_dataset,14912.0,853.0
24397,13614,2002-07-21,$1.00,$2.37,$2.22,$2.34,$2.50,135.75%,merged_dataset,14913.0,854.0
24398,13637,2002-07-14,$0.74,$2.05,$2.62,$2.42,$2.74,232.09%,merged_dataset,14914.0,855.0
24399,13661,2002-07-07,$0.68,$2.37,$2.53,$2.32,$2.62,261.76%,merged_dataset,14915.0,856.0
24400,13669,2002-06-30,$0.68,$2.37,$2.53,$2.32,$2.62,261.76%,merged_dataset,14916.0,857.0
24401,13688,2002-06-16,$0.79,$2.32,$2.40,$2.44,$2.75,213.61%,merged_dataset,14917.0,858.0
24402,13715,2002-06-09,$0.93,$2.25,$2.35,$1.62,$2.75,141.13%,merged_dataset,14918.0,859.0
24403,13723,2002-06-02,$0.96,$2.50,$1.83,$2.17,$2.87,144.01%,merged_dataset,14919.0,860.0
24404,13747,2002-05-26,$0.99,$2.00,$2.50,$2.17,$2.74,137.63%,merged_dataset,14920.0,861.0
24405,13755,2002-05-19,$1.05,$2.55,$1.81,$2.09,$3.24,130.71%,merged_dataset,14921.0,862.0
24406,13779,2002-05-12,$0.97,$2.37,$1.89,$2.07,$2.12,117.78%,merged_dataset,14922.0,863.0
24407,13788,2002-05-05,$0.91,$2.37,$2.24,$2.37,$2.36,156.59%,merged_dataset,14923.0,864.0
24408,13798,2002-04-28,$0.87,$2.37,$2.63,$2.37,$2.37,179.89%,merged_dataset,14924.0,865.0
24409,13820,2002-04-21,$0.92,$2.50,$2.34,$2.77,$2.24,167.66%,merged_dataset,14925.0,866.0
24410,13831,2002-04-14,$1.00,$2.37,$2.41,$2.57,$2.24,139.75%,merged_dataset,14926.0,867.0
24411,13853,2002-04-07,$1.06,$2.50,$1.93,$1.92,$2.24,102.59%,merged_dataset,14927.0,868.0
24412,13867,2002-03-31,$0.84,$2.74,$3.32,$2.99,$2.99,258.33%,merged_dataset,14928.0,869.0
24413,13872,2002-03-24,$0.93,$2.69,$2.25,$3.37,$2.74,197.04%,merged_dataset,14929.0,870.0
24414,13895,2002-03-17,$1.59,$2.74,$3.32,$3.87,$3.49,111.01%,merged_dataset,14930.0,871.0
24415,13905,2002-03-10,$1.71,$2.62,$3.94,$4.12,$3.74,110.82%,merged_dataset,14931.0,872.0
24416,13928,2002-03-03,$2.21,$2.87,$3.62,$4.12,$2.72,50.79%,merged_dataset,14932.0,873.0
24417,13937,2002-02-24,$2.11,$2.99,$3.33,$2.87,$3.24,47.27%,merged_dataset,14933.0,874.0
24418,13947,2002-02-17,$1.93,$2.75,$3.76,$3.49,$3.62,76.42%,merged_dataset,14934.0,875.0
24419,13972,2002-02-10,$1.79,$3.12,$3.49,$4.99,$2.74,100.28%,merged_dataset,14935.0,876.0
24420,13981,2002-02-03,$2.24,$3.12,$3.32,$4.49,$3.49,60.94%,merged_dataset,14936.0,877.0
24421,13991,2002-01-27,$1.84,$3.49,$4.45,$4.92,$4.12,130.71%,merged_dataset,14937.0,878.0
24422,14013,2002-01-20,$2.02,$3.49,$4.45,$4.92,$4.12,110.15%,merged_dataset,14938.0,879.0
24423,14024,2002-01-13,$2.91,$3.32,$3.82,$4.32,$4.32,35.57%,merged_dataset,14939.0,880.0
24424,14151,2001-11-04,$1.55,$3.32,$3.74,$3.82,$3.24,127.74%,merged_dataset,14940.0,881.0
24425,14167,2001-10-28,$1.22,$3.32,$3.74,$3.76,$2.99,182.99%,merged_dataset,14941.0,882.0
24426,14183,2001-10-21,$1.06,$4.31,$3.87,$3.82,$3.12,256.60%,merged_dataset,14942.0,883.0
24427,14193,2001-10-14,$1.08,$4.49,$3.99,$3.82,$3.12,256.94%,merged_dataset,14943.0,884.0
24428,14217,2001-10-07,$1.28,$4.37,$3.49,$3.77,$3.24,190.43%,merged_dataset,14944.0,885.0
24429,14225,2001-09-30,$1.40,$3.99,$3.27,$3.99,$2.87,152.14%,merged_dataset,14945.0,886.0
24430,14236,2001-09-23,$1.30,$3.99,$3.02,$3.99,$2.82,165.77%,merged_dataset,14946.0,887.0
24431,14253,2001-09-16,$1.05,$4.24,$2.85,$3.82,$2.69,223.81%,merged_dataset,14947.0,888.0
24432,14280,2001-09-09,$1.03,$4.11,$3.09,$3.62,$2.99,235.19%,merged_dataset,14948.0,889.0
24433,14287,2001-09-02,$1.30,$3.61,$3.13,$3.24,$2.99,149.42%,merged_dataset,14949.0,890.0
24434,14310,2001-08-26,$1.69,$3.11,$2.97,$2.92,$2.99,77.37%,merged_dataset,14950.0,891.0
24435,14334,2001-08-19,$1.50,$2.99,$2.81,$2.89,$2.87,92.67%,merged_dataset,14951.0,892.0
24436,14340,2001-08-12,$1.29,$2.79,$2.98,$2.26,$2.62,106.40%,merged_dataset,14952.0,893.0
24437,14367,2001-08-05,$1.10,$2.74,$2.17,$2.62,$2.62,130.68%,merged_dataset,14953.0,894.0
24438,14387,2001-07-29,$1.05,$2.19,$2.94,$2.52,$2.87,150.48%,merged_dataset,14954.0,895.0
24439,14393,2001-07-22,$1.05,$2.75,$2.51,$2.77,$2.50,150.71%,merged_dataset,14955.0,896.0
24440,14415,2001-07-15,$1.05,$2.82,$2.81,$1.87,$2.74,143.81%,merged_dataset,14956.0,897.0
24441,14440,2001-07-08,$1.05,$2.82,$2.06,$1.99,$2.25,117.14%,merged_dataset,14957.0,898.0
24442,14446,2001-07-01,$0.97,$2.75,$2.50,$2.04,$2.62,155.41%,merged_dataset,14958.0,899.0
24443,14473,2001-06-24,$1.00,$2.49,$2.37,$2.09,$2.50,136.25%,merged_dataset,14959.0,900.0
24444,14494,2001-06-17,$0.85,$2.74,$1.56,$2.12,$2.67,167.35%,merged_dataset,14960.0,901.0
24445,14501,2001-06-10,$0.84,$2.99,$2.46,$1.99,$2.55,197.32%,merged_dataset,14961.0,902.0
24446,14522,2001-06-03,$1.01,$2.25,$2.25,$2.17,$2.49,126.73%,merged_dataset,14962.0,903.0
24447,14537,2001-05-27,$0.90,$2.37,$2.43,$1.99,$1.99,143.89%,merged_dataset,14963.0,904.0
24448,14545,2001-05-20,$0.80,$1.86,$2.08,$2.32,$1.60,145.63%,merged_dataset,14964.0,905.0
24449,14570,2001-05-13,$0.72,$2.37,$2.32,$1.74,$1.92,189.93%,merged_dataset,14965.0,906.0
24450,14578,2001-05-06,$0.77,$2.50,$1.69,$2.82,$2.04,193.83%,merged_dataset,14966.0,907.0
24451,14589,2001-04-29,$0.76,$2.74,$1.93,$2.44,$2.37,211.84%,merged_dataset,14967.0,908.0
24452,14610,2001-04-22,$0.80,$2.99,$2.68,$2.32,$2.12,215.94%,merged_dataset,14968.0,909.0
24453,14621,2001-04-15,$1.09,$4.16,$3.33,$2.99,$3.07,210.78%,merged_dataset,14969.0,910.0
24454,14632,2001-04-08,$1.97,$3.61,$2.99,$1.99,$2.24,37.44%,merged_dataset,14970.0,911.0
24455,14653,2001-04-01,$1.74,$3.12,$3.27,$2.87,$2.42,67.82%,merged_dataset,14971.0,912.0
24456,14667,2001-03-25,$1.45,$2.49,$2.44,$2.07,$2.49,63.62%,merged_dataset,14972.0,913.0
24457,14675,2001-03-18,$1.21,$2.99,$3.29,$3.74,$2.87,166.32%,merged_dataset,14973.0,914.0
24458,14686,2001-03-11,$1.88,$2.75,$2.58,$3.99,$2.74,60.37%,merged_dataset,14974.0,915.0
24459,14718,2001-02-25,$1.97,$3.12,$3.49,$3.66,$3.12,69.92%,merged_dataset,14975.0,916.0
24460,14729,2001-02-18,$2.00,$2.74,$3.49,$2.74,$3.37,54.25%,merged_dataset,14976.0,917.0
24461,14739,2001-02-11,$1.84,$3.49,$3.16,$3.17,$3.32,78.53%,merged_dataset,14977.0,918.0
24462,14750,2001-02-04,$1.84,$2.87,$3.49,$4.32,$2.75,82.47%,merged_dataset,14978.0,919.0
24463,14772,2001-01-28,$1.30,$2.87,$0.00,$3.49,$2.75,75.19%,merged_dataset,14979.0,920.0
24464,14782,2001-01-21,$1.77,$3.49,$0.00,$3.99,$3.99,62.01%,merged_dataset,14980.0,921.0
24465,14793,2001-01-14,$2.19,$2.99,$0.00,$4.32,$2.50,11.99%,merged_dataset,14981.0,922.0
24466,14803,2001-01-07,$3.18,$3.49,$0.00,$4.32,$2.99,-15.09%,merged_dataset,14982.0,923.0
24467,14813,2000-12-31,$3.26,$3.74,$0.00,$4.49,$2.50,-17.71%,merged_dataset,14983.0,924.0
24468,14943,2000-10-22,$2.15,$3.69,$0.00,$3.99,$3.49,29.88%,merged_dataset,14984.0,925.0
24469,14954,2000-10-15,$1.83,$3.16,$0.00,$3.37,$2.75,26.78%,merged_dataset,14985.0,926.0
24470,14967,2000-10-08,$1.16,$3.49,$0.00,$1.48,$3.66,85.99%,merged_dataset,14986.0,927.0
24471,14985,2000-10-01,$0.96,$2.82,$0.00,$2.94,$2.74,121.35%,merged_dataset,14987.0,928.0
24472,14992,2000-09-24,$0.81,$2.70,$0.00,$2.94,$2.74,158.64%,merged_dataset,14988.0,929.0
24473,15017,2000-09-17,$0.88,$2.38,$0.00,$2.94,$2.25,115.06%,merged_dataset,14989.0,930.0
24474,15023,2000-09-10,$1.20,$2.50,$0.00,$2.76,$2.74,66.67%,merged_dataset,14990.0,931.0
24475,15047,2000-09-03,$1.03,$2.50,$0.00,$2.69,$2.37,83.50%,merged_dataset,14991.0,932.0
24476,15067,2000-08-27,$0.78,$2.29,$0.00,$2.19,$2.75,131.73%,merged_dataset,14992.0,933.0
24477,15077,2000-08-20,$0.78,$2.37,$0.00,$1.87,$2.12,103.85%,merged_dataset,14993.0,934.0
24478,15102,2000-08-13,$0.68,$1.75,$0.00,$1.87,$2.37,120.22%,merged_dataset,14994.0,935.0
24479,15109,2000-08-06,$0.67,$2.00,$0.00,$1.87,$2.37,132.84%,merged_dataset,14995.0,936.0
24480,15132,2000-07-30,$0.77,$2.25,$0.00,$2.62,$2.62,143.18%,merged_dataset,14996.0,937.0
24481,15141,2000-07-23,$0.88,$2.37,$0.00,$2.62,$2.74,119.60%,merged_dataset,14997.0,938.0
24482,15167,2000-07-16,$0.91,$2.25,$0.00,$2.54,$1.67,77.47%,merged_dataset,14998.0,939.0
24483,15187,2000-07-09,$0.91,$2.25,$0.00,$2.12,$2.24,81.59%,merged_dataset,14999.0,940.0
24484,15192,2000-07-02,$0.73,$2.04,$0.00,$2.37,$2.49,136.30%,merged_dataset,15000.0,941.0
24485,15213,2000-06-25,$0.71,$2.00,$0.00,$2.12,$2.49,132.75%,merged_dataset,15001.0,942.0
24486,15241,2000-06-18,$0.91,$2.00,$0.00,$2.37,$2.24,81.59%,merged_dataset,15002.0,943.0
24487,15248,2000-06-11,$1.04,$2.37,$0.00,$2.12,$2.37,64.90%,merged_dataset,15003.0,944.0
24488,15274,2000-06-04,$0.88,$2.00,$0.00,$1.87,$2.37,77.27%,merged_dataset,15004.0,945.0
24489,15280,2000-05-28,$0.70,$2.37,$0.00,$1.99,$2.37,140.36%,merged_dataset,15005.0,946.0
24490,15304,2000-05-21,$0.72,$1.87,$0.00,$1.99,$1.94,101.39%,merged_dataset,15006.0,947.0
24491,15311,2000-05-14,$0.68,$2.12,$0.00,$1.99,$2.07,127.21%,merged_dataset,15007.0,948.0
24492,15334,2000-05-07,$0.70,$2.13,$0.00,$2.12,$1.87,118.57%,merged_dataset,15008.0,949.0
24493,15342,2000-04-30,$0.68,$2.25,$0.00,$1.83,$2.37,137.13%,merged_dataset,15009.0,950.0
24494,15370,2000-04-23,$0.68,$2.50,$0.00,$2.36,$2.72,178.68%,merged_dataset,15010.0,951.0
24495,15389,2000-04-16,$1.06,$2.04,$0.00,$2.62,$1.99,56.84%,merged_dataset,15011.0,952.0
24496,15397,2000-04-09,$1.22,$2.24,$0.00,$2.39,$2.32,42.42%,merged_dataset,15012.0,953.0
24497,15419,2000-04-02,$1.22,$2.32,$0.00,$2.39,$2.12,39.96%,merged_dataset,15013.0,954.0
24498,15428,2000-03-26,$1.14,$2.21,$0.00,$2.82,$2.74,70.39%,merged_dataset,15014.0,955.0
24499,15450,2000-03-19,$0.59,$2.25,$0.00,$2.62,$3.24,243.64%,merged_dataset,15015.0,956.0
24500,15476,2000-03-12,$0.90,$2.37,$0.00,$3.49,$2.97,145.28%,merged_dataset,15016.0,957.0
24501,15482,2000-03-05,$0.98,$2.37,$0.00,$3.62,$2.84,125.26%,merged_dataset,15017.0,958.0
24502,15505,2000-02-27,$0.98,$2.49,$0.00,$3.62,$2.62,122.70%,merged_dataset,15018.0,959.0
24503,15514,2000-02-20,$1.03,$2.62,$0.00,$3.99,$3.12,136.17%,merged_dataset,15019.0,960.0
24504,15535,2000-02-13,$1.18,$2.22,$0.00,$3.32,$2.33,66.74%,merged_dataset,15020.0,961.0
24505,15546,2000-02-06,$1.22,$2.61,$0.00,$3.32,$2.72,77.25%,merged_dataset,15021.0,962.0
24506,15571,2000-01-30,$1.14,$2.37,$0.00,$2.87,$2.92,78.95%,merged_dataset,15022.0,963.0
24507,15592,2000-01-23,$0.95,$2.24,$0.00,$3.74,$3.47,148.68%,merged_dataset,15023.0,964.0
24508,15599,2000-01-16,$0.85,$2.89,$0.00,$3.74,$1.99,153.53%,merged_dataset,15024.0,965.0
24509,15623,2000-01-09,$0.95,$3.95,$0.00,$3.99,$3.00,187.89%,merged_dataset,15025.0,966.0
24510,15633,2000-01-02,$1.14,$3.59,$0.00,$3.99,$3.99,153.73%,merged_dataset,15026.0,967.0
24511,15657,1999-12-26,$1.25,$2.97,$0.00,$4.32,$3.62,118.20%,merged_dataset,15027.0,968.0
24512,15709,1999-11-21,$1.22,$3.34,$0.00,$3.74,$3.34,113.52%,merged_dataset,15028.0,969.0
24513,15732,1999-11-14,$1.22,$3.34,$0.00,$3.74,$3.34,113.52%,merged_dataset,15029.0,970.0
24514,15741,1999-11-07,$1.22,$3.09,$0.00,$3.66,$3.16,103.07%,merged_dataset,15030.0,971.0
24515,15752,1999-10-31,$0.84,$2.49,$0.00,$2.94,$2.66,140.77%,merged_dataset,15031.0,972.0
24516,270,2018-12-23,$1.13,$2.69,$2.46,$2.49,$2.59,126.33%,merged_dataset,15032.0,0.0
24517,285,2018-12-16,$1.10,$2.42,$2.34,$2.49,$2.24,115.68%,merged_dataset,15033.0,1.0
24518,300,2018-12-09,$1.10,$2.42,$1.96,$1.23,$1.96,72.05%,merged_dataset,15034.0,2.0
24519,315,2018-12-02,$0.85,$2.31,$1.64,$2.12,$,78.53%,merged_dataset,15035.0,3.0
24520,330,2018-11-25,$0.85,$1.98,$1.96,$2.24,$2.21,146.76%,merged_dataset,15036.0,4.0
24521,342,2018-11-18,$0.83,$2.31,$1.61,$1.99,$1.96,137.05%,merged_dataset,15037.0,5.0
24522,354,2018-11-11,$0.85,$2.35,$2.14,$1.74,$1.99,141.76%,merged_dataset,15038.0,6.0
24523,368,2018-11-04,$0.83,$2.31,$2.14,$1.74,$2.49,161.45%,merged_dataset,15039.0,7.0
24524,383,2018-10-28,$0.85,$2.18,$2.32,$1.74,$2.49,156.76%,merged_dataset,15040.0,8.0
24525,399,2018-10-21,$0.85,$2.47,$2.19,$1.99,$1.99,154.12%,merged_dataset,15041.0,9.0
24526,415,2018-10-14,$0.87,$2.27,$2.14,$0.98,$1.66,102.59%,merged_dataset,15042.0,10.0
24527,431,2018-10-07,$0.87,$2.38,$1.51,$1.74,$2.66,138.22%,merged_dataset,15043.0,11.0
24528,447,2018-09-30,$0.87,$2.09,$1.68,$2.24,$2.49,144.25%,merged_dataset,15044.0,12.0
24529,464,2018-09-23,$0.89,$1.88,$2.22,$0.98,$2.66,117.42%,merged_dataset,15045.0,13.0
24530,482,2018-09-16,$0.93,$1.88,$2.39,$2.24,$2.16,133.06%,merged_dataset,15046.0,14.0
24531,533,2018-08-26,$0.79,$2.15,$2.27,$1.74,$2.16,163.29%,merged_dataset,15047.0,15.0
24532,549,2018-08-19,$0.94,$2.51,$1.99,$2.24,$1.82,127.66%,merged_dataset,15048.0,16.0
24533,569,2018-08-12,$0.94,$2.11,$2.16,$1.74,$2.16,117.29%,merged_dataset,15049.0,17.0
24534,589,2018-08-05,$0.94,$2.28,$2.36,$2.24,$2.66,153.72%,merged_dataset,15050.0,18.0
24535,610,2018-07-29,$1.00,$2.11,$3.09,$0.95,$2.82,124.25%,merged_dataset,15051.0,19.0
24536,651,2018-07-15,$1.16,$2.32,$2.41,$2.74,$3.11,128.02%,merged_dataset,15052.0,20.0
